"ts","throughput_bps"
2026-06-10 09:17:53.000 +0700,22875888
2026-06-10 09:17:54.000 +0700,22206800
2026-06-10 09:17:55.000 +0700,23764160
2026-06-10 09:17:56.000 +0700,24652432
2026-06-10 09:17:57.000 +0700,25321520
2026-06-10 09:17:58.000 +0700,24675504
2026-06-10 09:17:59.000 +0700,5837952
2026-06-10 09:18:00.000 +0700,25033120
2026-06-10 09:18:01.000 +0700,24986976
2026-06-10 09:18:02.000 +0700,25644528
2026-06-10 09:18:03.000 +0700,22806672
2026-06-10 09:18:04.000 +0700,22091440
2026-06-10 09:18:05.000 +0700,19830384
2026-06-10 09:18:06.000 +0700,14339248
2026-06-10 09:18:07.000 +0700,13208720
2026-06-10 09:18:08.000 +0700,18157664
2026-06-10 09:18:09.000 +0700,19518912
2026-06-10 09:18:10.000 +0700,23406544
2026-06-10 09:18:11.000 +0700,26105968
2026-06-10 09:18:12.000 +0700,24340960
2026-06-10 09:18:13.000 +0700,24733184
2026-06-10 09:18:14.000 +0700,25563776
2026-06-10 09:18:15.000 +0700,8075200
2026-06-10 09:18:16.000 +0700,12384336
2026-06-10 09:18:17.000 +0700,2148368
2026-06-10 09:18:18.000 +0700,3220704
2026-06-10 09:18:19.000 +0700,2148368
2026-06-10 09:18:20.000 +0700,3168352
2026-06-10 09:18:21.000 +0700,2201776
2026-06-10 09:18:22.000 +0700,2322128
2026-06-10 09:18:23.000 +0700,3042720
2026-06-10 09:18:24.000 +0700,2570144
2026-06-10 09:18:25.000 +0700,2793120
2026-06-10 09:18:26.000 +0700,2145200
2026-06-10 09:18:27.000 +0700,3218064
2026-06-10 09:18:28.000 +0700,2144144
2026-06-10 09:18:29.000 +0700,3210672
2026-06-10 09:18:30.000 +0700,2136224
2026-06-10 09:18:31.000 +0700,3208560
2026-06-10 09:18:32.000 +0700,2144144
2026-06-10 09:18:33.000 +0700,3210144
2026-06-10 09:18:34.000 +0700,2143616
2026-06-10 09:18:35.000 +0700,3201168
2026-06-10 09:18:36.000 +0700,2135168
2026-06-10 09:18:37.000 +0700,3205920
2026-06-10 09:18:38.000 +0700,2138864
2026-06-10 09:18:39.000 +0700,3209616
2026-06-10 09:18:40.000 +0700,2143088
2026-06-10 09:18:41.000 +0700,3206976
2026-06-10 09:18:42.000 +0700,2133056
2026-06-10 09:18:43.000 +0700,3199584
2026-06-10 09:18:44.000 +0700,2133584
2026-06-10 09:18:45.000 +0700,2971888
2026-06-10 09:18:46.000 +0700,2363920
2026-06-10 09:18:47.000 +0700,2135168
2026-06-10 09:18:48.000 +0700,3202752
2026-06-10 09:18:49.000 +0700,2231536
2026-06-10 09:18:50.000 +0700,3103216
2026-06-10 09:18:51.000 +0700,2130944
2026-06-10 09:18:52.000 +0700,3200640
2026-06-10 09:18:53.000 +0700,2129888
2026-06-10 09:18:54.000 +0700,3196416
2026-06-10 09:18:55.000 +0700,2133056
2026-06-10 09:18:56.000 +0700,3198528
2026-06-10 09:18:57.000 +0700,2132528
2026-06-10 09:18:58.000 +0700,3193776
2026-06-10 09:18:59.000 +0700,2139392
2026-06-10 09:19:00.000 +0700,3196416
2026-06-10 09:19:01.000 +0700,2129888
2026-06-10 09:19:02.000 +0700,3191664
2026-06-10 09:19:03.000 +0700,2130416
2026-06-10 09:19:04.000 +0700,3195360
2026-06-10 09:19:05.000 +0700,2129360
2026-06-10 09:19:06.000 +0700,2598000
2026-06-10 09:19:07.000 +0700,2739392
2026-06-10 09:19:08.000 +0700,2327376
2026-06-10 09:19:09.000 +0700,3012128
2026-06-10 09:19:10.000 +0700,1073400
2026-06-10 09:19:12.000 +0700,107456
2026-06-10 09:19:13.000 +0700,892352
2026-06-10 09:19:14.000 +0700,840960
2026-06-10 09:19:15.000 +0700,824608
2026-06-10 09:19:16.000 +0700,808256
2026-06-10 09:19:17.000 +0700,817600
2026-06-10 09:19:18.000 +0700,819936
2026-06-10 09:19:19.000 +0700,822272
2026-06-10 09:19:20.000 +0700,691456
2026-06-10 09:19:21.000 +0700,591008
2026-06-10 09:19:22.000 +0700,532608
2026-06-10 09:19:23.000 +0700,418144
2026-06-10 09:19:24.000 +0700,397120
2026-06-10 09:19:25.000 +0700,408800
2026-06-10 09:19:26.000 +0700,502240
2026-06-10 09:19:27.000 +0700,584000
2026-06-10 09:19:28.000 +0700,476544
2026-06-10 09:19:29.000 +0700,492896
2026-06-10 09:19:30.000 +0700,567648
2026-06-10 09:19:31.000 +0700,520928
2026-06-10 09:19:32.000 +0700,520928
2026-06-10 09:19:33.000 +0700,616704
2026-06-10 09:19:34.000 +0700,499904
2026-06-10 09:19:35.000 +0700,497568
2026-06-10 09:19:36.000 +0700,455520
2026-06-10 09:19:37.000 +0700,371424
2026-06-10 09:19:38.000 +0700,527936
2026-06-10 09:19:39.000 +0700,394784
2026-06-10 09:19:40.000 +0700,532608
2026-06-10 09:19:41.000 +0700,308352
2026-06-10 09:19:42.000 +0700,588672
2026-06-10 09:19:43.000 +0700,390112
2026-06-10 09:19:44.000 +0700,450848
2026-06-10 09:19:45.000 +0700,418144
2026-06-10 09:19:46.000 +0700,443840
2026-06-10 09:19:47.000 +0700,553632
2026-06-10 09:19:48.000 +0700,555968
2026-06-10 09:19:49.000 +0700,490560
2026-06-10 09:19:50.000 +0700,364416
2026-06-10 09:19:51.000 +0700,518592
2026-06-10 09:19:52.000 +0700,450848
2026-06-10 09:19:53.000 +0700,555968
2026-06-10 09:19:54.000 +0700,560640
2026-06-10 09:19:55.000 +0700,738176
2026-06-10 09:19:56.000 +0700,607360
2026-06-10 09:19:57.000 +0700,504576
2026-06-10 09:19:58.000 +0700,513920
2026-06-10 09:19:59.000 +0700,532608
2026-06-10 09:20:00.000 +0700,511584
2026-06-10 09:20:01.000 +0700,348064
2026-06-10 09:20:02.000 +0700,548960
2026-06-10 09:20:03.000 +0700,336384
2026-06-10 09:20:04.000 +0700,488224
2026-06-10 09:20:05.000 +0700,322368
2026-06-10 09:20:06.000 +0700,518592
2026-06-10 09:20:07.000 +0700,698464
2026-06-10 09:20:08.000 +0700,219584
2026-06-10 09:20:09.000 +0700,359744
2026-06-10 09:20:10.000 +0700,320032
2026-06-10 09:20:11.000 +0700,406464
2026-06-10 09:20:12.000 +0700,532608
2026-06-10 09:20:13.000 +0700,362080
2026-06-10 09:20:14.000 +0700,637728
2026-06-10 09:20:15.000 +0700,116800
2026-06-10 09:20:18.000 +0700,14880
2026-06-10 09:20:19.000 +0700,245520
2026-06-10 09:20:20.000 +0700,195920
2026-06-10 09:20:21.000 +0700,208320
2026-06-10 09:20:22.000 +0700,1944
2026-06-10 09:20:23.000 +0700,2983832
2026-06-10 09:20:24.000 +0700,2147312
2026-06-10 09:20:25.000 +0700,2147312
2026-06-10 09:20:26.000 +0700,3060928
2026-06-10 09:20:27.000 +0700,2309728
2026-06-10 09:20:28.000 +0700,2148368
2026-06-10 09:20:29.000 +0700,3167824
2026-06-10 09:20:30.000 +0700,2202304
2026-06-10 09:20:31.000 +0700,2144672
2026-06-10 09:20:32.000 +0700,2976672
2026-06-10 09:20:33.000 +0700,2389232
2026-06-10 09:20:34.000 +0700,2147840
2026-06-10 09:20:35.000 +0700,2795520
2026-06-10 09:20:36.000 +0700,2566160
2026-06-10 09:20:37.000 +0700,2147312
2026-06-10 09:20:38.000 +0700,2511696
2026-06-10 09:20:39.000 +0700,2844176
2026-06-10 09:20:40.000 +0700,2142032
2026-06-10 09:20:41.000 +0700,2258928
2026-06-10 09:20:42.000 +0700,3096416
2026-06-10 09:20:43.000 +0700,2137280
2026-06-10 09:20:44.000 +0700,2837104
2026-06-10 09:20:45.000 +0700,2510320
2026-06-10 09:20:46.000 +0700,2135168
2026-06-10 09:20:47.000 +0700,2695456
2026-06-10 09:20:48.000 +0700,2650384
2026-06-10 09:20:49.000 +0700,2143088
2026-06-10 09:20:50.000 +0700,2208896
2026-06-10 09:20:51.000 +0700,3138000
2026-06-10 09:20:52.000 +0700,2135168
2026-06-10 09:20:53.000 +0700,2591696
2026-06-10 09:20:54.000 +0700,2744640
2026-06-10 09:20:55.000 +0700,2132528
2026-06-10 09:20:56.000 +0700,2142032
2026-06-10 09:20:57.000 +0700,3388128
2026-06-10 09:20:58.000 +0700,1957712
2026-06-10 09:20:59.000 +0700,3210672
2026-06-10 09:21:00.000 +0700,1254512
2026-06-10 09:21:01.000 +0700,3025856
2026-06-10 09:21:02.000 +0700,3209616
2026-06-10 09:21:03.000 +0700,2132000
2026-06-10 09:21:04.000 +0700,2132000
2026-06-10 09:21:05.000 +0700,3198528
2026-06-10 09:21:06.000 +0700,2146784
2026-06-10 09:21:07.000 +0700,2680704
